student_id,full_name,gpa
20210268,نزيه آل جعفر,70.3
20210269,يمام آل سعود,72.8
20210270,مُتوكّل آل بن ظافر,74.7
20210271,نزار آل عواض,67.1
20210272,فالح آل خضير,67.9
20210273,واصف آل علي,61.7
20210274,شامل كانو,75.6
20210275,طالب الخرافي,73.7
20210276,صالح حجار,68.5
20210277,كوثر الشايع,71.1
20210278,فايد آل صفوان,72.3
20210279,عبد الرّؤوف الجفالي,70.4
20210280,هايل آل عطفة,72.0
20210281,صلاح الدّين العجلان,62.3
20210282,عصمت آل سعود,70.6
20210283,عبد الصّمد المهيدب,64.3
20210284,رواء آل الشيخ,66.2
20210285,رائد كانو,70.9
20210286,عمير أبا الخيل,71.0
20210287,لوليا أبو داوود,63.2
20210288,حازم آل حسين,69.5
20210289,اعتماد آل الشيخ,72.0
20210290,عبدالرّحمن آل رفيع,70.5
20210291,سنان آل معيض,69.6
20210292,صالح المشاولة,69.6
20210293,هيمان الجفالي,71.6
20210294,مطاوع آل حسين,68.7
20210295,مازن المشاولة,73.5
20210296,نظمي الدباغ,63.8
20210297,زاكي آل حسين,70.2
20210298,أروى العجلان,65.6
20210299,عماد آل عايض,68.5
20210300,عتريس آل قصير,67.6
20210301,بهاء الراشد,72.0
20210302,ريفال آل مقطة,70.4
20210303,جهاد آل العسكري,72.0
20210304,تميم شربتلي,59.5
20210305,عبد الرّؤوف آل جعفر,65.4
20210306,ديمه أبو داوود,72.9
20210307,عقيل المهيدب,70.2
20210308,جيلان آل مقطة,69.2
20210309,حمدان آل قصير,69.1
20210310,غوى المغاولة,72.7
20210311,ساطع آل محمد بن علي بن جماز,70.8
20210312,أسيل آل بن لافي,70.9
20210313,كايد الدباغ,69.2
20210314,عبد الغفّار بن لادن,72.9
20210315,ضيائي آل محمد بن علي بن جماز,73.8
20210316,عصام المهنا,59.8
20210317,مُرضي الشايع,59.9
20210318,ليساء آل رفيع,61.9
20210319,محمّد الحجار,75.0
20210320,سهيل المغاولة,67.9
20210321,حمود آل عواض,69.2
20210322,لوليا العقيل,73.2
20210323,كاسر آل العسكري,61.6
20210324,طيّب آل حسين,61.8
20210325,عزاز آل خضير,67.4
20210326,شعبان آل سعود,73.2
20210327,مزهر آل الشيخ,75.6
20210328,فكري المغاولة,62.5
20210329,ماجد آل رفيع,65.7
20210330,نصري آل قصير,69.8
20210331,ناجي آل مقطة,72.9
20210332,عبد الخالق الخرافي,70.8
20210333,مرتضي العقيل,71.9
20210334,كرمة آل بن لافي,74.7
20210335,سمير المغاولة,70.2
20210336,فرج آل عطفة,67.9
20210337,عادل آل سلطان,70.0
20210338,ضحّاك أبا الخيل,57.6
20210339,ساهد آل عايض,71.4
20210340,همام آل محمد بن علي بن جماز,65.1
20210341,هادي آل العسكري,72.5
20210342,شدّاد آل عواض,63.4
20210343,ناهد الدباغ,69.0
20210344,لورين آل صفوان,71.5
20210345,ظبي المهيدب,70.3
20210346,زكريا بن لادن,72.6
20210347,سجا آل صفوان,80.6
20210348,عابد المغاولة,68.0
20210349,عثمان آل العسكري,69.8
20210350,ناهد العجلان,73.3
20210351,صارم آل بن لافي,74.2
20210352,مؤنس آل صفوان,68.5
20210353,قيس المشاولة,71.7
20210354,كايد آل علي,73.1
20210355,كاظم المهنا,68.1
20210356,نصر الدّين العليان,64.1
20210357,رجائي آل سعود,62.8
20210358,راتب المهنا,70.3
20210359,ثائر آل حسين,67.9
20210360,توفيق آل قصير,69.8
20210361,كنار الشايع,71.8
20210362,ريم آل معيض,65.9
20210363,مؤيّد الجفالي,68.9
20210364,ديمه الخرافي,67.0
20210365,عبد الباري آل جعفر,67.1
20210366,سفير بن لادن,66.9
20210367,ظاهر آل علي,72.7
20210368,حقّي آل بن لافي,63.1
20210369,نبهان آل جعفر,72.4
20210370,غيداء الشايع,66.0
20210371,عاتب الشايع,65.5
20210372,لينا كانو,68.9
20210373,زيد حجار,72.6
20210374,بنان المشاولة,76.6
20210375,عبد الملك آل الشيخ,74.1
20210376,أغاريد آل سلطان,71.6
20210377,فخر كانو,70.1
20210378,فرحان الحجار,69.7
20210379,عتيد المشاولة,71.1
20210380,جمان آل محمد بن علي بن جماز,72.8
20210381,زياد آل العسكري,71.3
20210382,ميسور آل عطفة,57.7
20210383,ابتهال الخرافي,69.9
20210384,فائق العقيل,64.2
20210385,عدنان الشايع,69.1
20210386,ساجي العقيل,71.6
20210387,عتريس الجابر,67.2
20210388,فتحي شربتلي,65.3
20210389,إباء الحكير,75.9
20210390,كنار بن لادن,65.5
20210391,لبيد المشاولة,67.7
20210392,عتيق مهنا,72.4
20210393,وديع آل قصير,74.1
20210394,شهاب الراشد,69.0
20210395,صلاح الدّين آل محمد بن علي بن جماز,67.6
20210396,نجدت آل صفوان,75.2
20210397,نافع آل سعود,63.1
20210398,أسيل المغاولة,62.7
20210399,نظمي المشاولة,67.7
20210400,جواهر العقيل,75.7
20210401,فاخر آل محمد بن علي بن جماز,72.9
20210402,مرزوق أبا الخيل,68.2
20210403,مفيد فصيل,71.7
20210404,نصري آل بن لافي,75.6
20210405,هدى آل عطفة,70.8
20210406,عبد الإله العجلان,72.5
20210407,عتاب آل جعفر,74.8
20210408,جاد آل عطفة,69.4
20210409,أسيل آل خضير,74.2
20210410,عامر آل الشيخ,69.1
20210411,صلاح الدّين آل عايض,60.6
20210412,بتلاء آل عايض,74.8
20210413,ديمه الحجار,70.8
20210414,اصيل آل معيض,70.1
20210415,تمّام مهنا,75.8
20210416,خاشعة آل العسكري,74.4
20210417,جرير حجار,73.1
20210418,سهل أبا الخيل,72.6
20210419,طلعت الخرافي,75.3
20210420,ناجي الحجار,70.4
20210421,فدائي آل حسين,74.5
20210422,يسري الراشد,61.7
20210423,رمحي آل العسكري,67.6
20210424,شادي آل الشيخ,71.1
20210425,أريج المهنا,72.5
20210426,عبد الرّشيد الجفالي,71.1
20210427,ياسمين آل علي,68.6
20210428,كاشف آل عطفة,71.0
20210429,علاء الدّين آل عايض,68.8
20210430,شبيب العليان,64.7
20210431,دارين آل سلطان,73.3
20210432,اعتماد بن لادن,65.8
20210433,ناضر الدباغ,75.2
20210434,يمام شربتلي,72.4
20210435,طائف آل الشيخ,72.9
20210436,حنبل الراشد,73.4
20210437,إخلاص آل بن ظافر,73.9
20210438,جوان فصيل,67.5
20210439,جواهر آل سعود,67.9
20210440,ناصر آل حسين,70.9
20210441,محجوب أبا الخيل,70.9
20210442,غالي شربتلي,61.8
20210443,بنان حنبولي,73.5
20210444,شهاب آل بن لافي,68.0
20210445,فائق آل سعود,68.4
20210446,عفيف كانو,71.7
20210447,عبد السّلام العليان,65.3
20210448,ميّاد حجار,73.7
20210449,غالب آل معيض,59.4
20210450,جوان آل جعفر,64.1
20210451,مقدام آل صفوان,66.7
20210452,رستم المشاولة,74.4
20210453,عبد الباقي المهيدب,72.6
20210454,مريم الخرافي,61.9
20210455,ابتهاج الشايع,71.6
20210456,محفوظ كانو,69.5
20210457,سلام حجار,74.0
20210458,محجوب آل سعود,61.0
20210459,شادن كانو,69.2
20210460,رضوان بن لادن,71.4
20210461,رشيد آل عايض,67.5
20210462,مَجدي آل مقطة,73.7
20210463,شادن آل خضير,67.3
20210464,سلسبيل الراشد,74.8
20210465,عبد الجليل آل معيض,64.7
20210466,رشدي شربتلي,83.7
20210467,فراس المشاولة,72.7
20210468,نوح آل جعفر,72.8
20210469,تميم آل بن ظافر,63.0
20210470,ابتهاج آل الشيخ,70.4
20210471,ساجد آل رفيع,62.8
20210472,لهفان الحكير,66.0
20210473,ميّاد آل العسكري,58.7
20210474,عصام شربتلي,71.8
20210475,ساطع آل حسين,73.0
20210476,لتين الخرافي,73.1
20210477,جنى بن لادن,66.4
20210478,ضيائي آل بن لافي,70.6
20210479,صدر الدّين الدباغ,75.3
20210480,جليل آل بن لافي,71.6
20210481,أفراح الخرافي,64.8
20210482,زهير المهيدب,69.0
20210483,هناء أبا الخيل,68.4
20210484,لمّاح الخرافي,73.1
20210485,هاني آل بن لافي,73.0
20210486,مصباح المهنا,64.2
20210487,ساهد المهيدب,70.5
20210488,زغلول فصيل,72.4
20210489,صبيح بن لادن,63.2
20210490,سهوان آل حسين,68.8
20210491,يافع العقيل,60.6
20210492,عبد المجيد آل معيض,70.6
20210493,عاطف آل علي,73.2
20210494,لطوف مهنا,70.8
20210495,تمّام شربتلي,69.5
20210496,حمود المغاولة,65.2
20210497,خيري آل الشيخ,66.9
20210498,تولين آل مقطة,72.7
20210499,سعود آل سلطان,72.2
20210500,ناعم آل سعود,71.9
20210501,رفيق الجابر,66.2
20210502,تقي أبو داوود,76.6
20210503,ساهد الجابر,65.4
20210504,يانع آل جعفر,63.8
20210505,راتب الحجار,72.3
20210506,صبيح آل محمد بن علي بن جماز,70.5
20210507,معارف الجابر,63.1
20210508,سجى العليان,69.0
20210509,منيف المهنا,70.4
20210510,نصري آل حسين,68.2
20210511,ذيب أبو داوود,69.3
20210512,مسرور الحكير,69.4
20210513,لطوف المهنا,58.0
20210514,ميمون المهيدب,75.8
20210515,مخلص المغاولة,71.2
20210516,داوود آل عواض,74.4
20210517,سامي فصيل,68.5
20210518,لبيب المشاولة,75.6
20210519,عصام آل سلطان,66.5
20210520,دؤوب آل سلطان,65.2
20210521,سعيد آل بن ظافر,66.7
20210522,كاشف فصيل,70.0
20210523,وديع آل رفيع,65.6
20210524,رواء آل جعفر,72.8
20210525,نشوان آل معيض,70.5
20210526,وديع أبا الخيل,72.0
20210527,فخر الدّين كانو,71.5
20210528,نوف العقيل,70.0
20210529,لطفي بن لادن,65.9
20210530,علاء الدّين كانو,72.8
20210531,بلسم العجلان,77.2
20210532,نبيل الجفالي,65.9
20210533,طاهر المشاولة,73.2
20210534,حبّاب الحكير,73.1
20210535,فوزي الجابر,71.2
20210536,نبيل آل الشيخ,64.8
20210537,عادل بقشان,69.6
20210538,دهمان العقيل,66.4
20210539,رشدي الحجار,69.6
20210540,مرشد حنبولي,66.3
20210541,ظبي المهنا,73.0
20210542,جعفر المغاولة,67.2
20210543,ناعم آل رفيع,71.3
20210544,حسني بقشان,68.4
20210545,فرزدق آل بن ظافر,68.9
20210546,فوزي آل عايض,73.0
20210547,فاخر آل معيض,79.6
20210548,مُتولي العقيل,68.2
20210549,محجوب آل الشيخ,70.2
20210550,جواهر آل قصير,66.4
20210551,حلا فصيل,69.8
20210552,مياس الجفالي,64.9
20210553,سديم آل صفوان,64.8
20210554,حسين العقيل,70.0
20210555,نصر الدّين كانو,67.2
20210556,سمير الحكير,68.7
20210557,فردوس آل مقطة,73.5
20210558,سلسبيل بن لادن,60.9
20210559,مُتعب آل علي,78.9
20210560,جلال الدّين العجلان,77.8
20210561,بلقيس حجار,75.3
20210562,ريتاج آل عايض,69.3
20210563,اعتماد الشايع,65.7
20210564,عطاء بن لادن,71.6
20210565,عمير الراشد,68.1
20210566,وسيل شربتلي,68.3
20210567,سامي المشاولة,74.7
20210568,مرادي الخرافي,75.2
20210569,طموح الحجار,62.6
20210570,قيس آل مقطة,80.0
20210571,ظاعن آل علي,73.5
20210572,عالم آل قصير,74.9
20210573,نور بن لادن,70.3
20210574,قاصد العجلان,71.8
20210575,طه حجار,73.1
20210576,غطفان حنبولي,72.9
20210577,بيلسان آل سلطان,64.2
20210578,علي آل قصير,70.4
20210579,سامي آل محمد بن علي بن جماز,79.8
20210580,هلالي آل عايض,70.7
20210581,نور حجار,68.7
20210582,رفيق الشايع,66.8
20210583,ميمون آل علي,67.7
20210584,غوى آل عايض,64.8
20210585,أفنان الجفالي,67.2
20210586,إلينا آل قصير,68.1
20210587,ليم آل حسين,66.6
20210588,نوري العليان,71.8
20210589,صدقي آل مقطة,72.8
20210590,كتوم آل معيض,67.8
20210591,نبيل آل عطفة,70.2
20210592,فداء الدباغ,68.3
20210593,عطاء آل العسكري,72.4
20210594,حسين آل عطفة,74.8
20210595,صاحب حجار,73.8
20210596,سموح المهيدب,68.2
20210597,مقدام آل حسين,63.7
20210598,عارف المشاولة,77.4
20210599,عبد المجيد العليان,65.6
20210600,محجوب أبو داوود,66.0
20210601,ريفال الحكير,73.7
20210602,حنبل آل رفيع,70.3
20210603,خافق الجابر,71.2
20210604,سلطان آل معيض,61.0
20210605,بارعة المهيدب,78.3
20210606,مزهر أبا الخيل,72.8
20210607,هزار الدباغ,65.7
20210608,مَجدي الحجار,63.9
20210609,ضاحي مهنا,66.0
20210610,رازي آل حسين,62.4
20210611,بهاء آل حسين,68.9
20210612,ناظم آل العسكري,75.7
20210613,دانية بن لادن,69.5
20210614,نبيه الجابر,69.3
20210615,هند حجار,70.0
20210616,رامز بقشان,60.7
20210617,طلال آل العسكري,73.0
20210618,حسنين آل خضير,67.4
20210619,هدى أبا الخيل,75.8
20210620,راشد بن لادن,61.0
20210621,كرم آل سعود,71.1
20210622,ياسر حنبولي,69.2
20210623,نظام آل عطفة,54.2
20210624,عبد العزيز آل مقطة,66.1
20210625,سلام آل عايض,67.2
20210626,آيات آل عواض,75.8
20210627,سائد آل سعود,66.8
20210628,طائل آل محمد بن علي بن جماز,65.4
20210629,مُنذر أبا الخيل,68.2
20210630,ساهد حنبولي,76.9
20210631,عبد الرّحيم آل علي,62.3
20210632,ذريع آل سعود,79.0
20210633,ربى الدباغ,66.4
20210634,شريف آل عطفة,64.2
20210635,يونس آل العسكري,73.5
20210636,فخر المهنا,65.9
20210637,دانة العقيل,67.1
20210638,زكية آل سعود,77.3
20210639,عبد الرّحيم آل حسين,68.1
20210640,ناديه حنبولي,74.5
20210641,عتاب آل معيض,75.5
20210642,أفراح آل عواض,67.8
20210643,تحسين آل سلطان,66.3
20210644,صبيح بقشان,80.2
20210645,ريما آل الشيخ,67.8
20210646,مجد آل سعود,75.6
20210647,ساهد العليان,79.8
20210648,نور الدّين آل بن ظافر,70.1
20210649,ناصر الدّين أبو داوود,64.6
20210650,ضاحي كانو,63.3
20210651,شافع العجلان,76.5
20210652,عقيل كانو,71.9
20210653,مشرف آل عواض,71.2
20210654,جود شربتلي,72.5
20210655,هيا آل معيض,65.6
20210656,ريما آل عطفة,71.8
20210657,رباح الجفالي,72.3
20210658,مُرضي آل معيض,74.5
20210659,فخري المهنا,73.6
20210660,يونس آل مقطة,71.4
20210661,صهيب آل مقطة,75.2
20210662,هيثم الخرافي,68.6
20210663,خلوصي آل عايض,64.6
20210664,قدري آل رفيع,63.1
20210665,آيات فصيل,70.6
20210666,رامح المغاولة,63.5
20210667,ساجد العجلان,65.3
20210668,سامي الراشد,78.1
20210669,عبد الجبّار المهنا,67.4
20210670,صائب آل عايض,70.9
20210671,ياسمين آل جعفر,66.8
20210672,عبد الحكيم الشايع,73.8
20210673,عمرو الحكير,70.5
20210674,نبيل آل بن لافي,64.3
20210675,فارع الحكير,68.7
20210676,وصاف الحكير,62.9
20210677,هلال آل سعود,73.1
20210678,ليم المهنا,69.1
20210679,وسيم آل سلطان,61.9
20210680,حياة آل بن ظافر,68.6
20210681,عرفات حنبولي,77.6
20210682,مشرق المغاولة,74.0
20210683,ياسر الدباغ,78.2
20210684,صدقي العجلان,70.9
20210685,صباح الخرافي,71.6
20210686,راجح آل خضير,73.7
20210687,نوح الخرافي,71.8
20210688,زاخر المشاولة,75.0
20210689,ريفال العجلان,70.4
20210690,جيلان آل صفوان,73.0
20210691,حاتم آل عطفة,71.9
20210692,طبّاع آل قصير,64.9
20210693,رامح حجار,71.1
20210694,قطب الدباغ,71.1
20210695,خيري المهيدب,65.5
20210696,صدّام المغاولة,72.0
20210697,صادق آل علي,60.6
20210698,مُصلح آل حسين,71.3
20210699,شهير آل خضير,65.3
20210700,نبيه آل سعود,76.7
20210701,إخلاص آل عطفة,75.5
20210702,هلالي بقشان,70.9
20210703,نزار شربتلي,75.0
20210704,بدرالدّجى الراشد,63.4
20210705,ألين الخرافي,73.6
20210706,جلنار آل محمد بن علي بن جماز,69.6
20210707,ريف العقيل,68.5
20210708,جالا شربتلي,74.8
20210709,إباء آل العسكري,71.0
20210710,فخر الجفالي,72.8
20210711,صبري فصيل,64.0
20210712,حازم آل عطفة,71.8
20210713,مسلم آل علي,66.5
20210714,نديم مهنا,72.3
20210715,صدّام آل الشيخ,64.2
20210716,سامر آل قصير,69.3
20210717,معمّر العقيل,70.9
20210718,راشد حجار,69.6
20210719,عبد الشّكور فصيل,66.2
20210720,عبد الملك الخرافي,62.6
20210721,عمّار كانو,58.1
20210722,مريم أبا الخيل,72.2
20210723,ريتاج آل حسين,67.0
20210724,بارعة آل رفيع,69.3
20210725,مُنير الحجار,72.9
20210726,افتكار حنبولي,66.8
20210727,جيلان آل حسين,65.8
20210728,طالب آل سعود,73.6
20210729,مأمون آل قصير,66.2
20210730,جاد العليان,72.4
20210731,عبد القادر آل سلطان,72.2
20210732,نجيب شربتلي,73.5
20210733,قاسم مهنا,72.3
20210734,ساهر آل رفيع,67.4
20210735,نافذ أبو داوود,69.3
20210736,علم الدّين مهنا,71.3
20210737,نوال آل جعفر,66.6
20210738,فضل آل عطفة,69.0
20210739,صافي آل مقطة,70.1
20210740,نزيه الراشد,80.6
20210741,جوريّة الحكير,60.1
20210742,كمال آل بن ظافر,74.2
20210743,سامر الشايع,69.6
20210744,دهمان آل مقطة,71.5
20210745,بهجة كانو,71.9
20210746,سعود المغاولة,65.8
20210747,شكيب حجار,65.0
20210748,مُرضي الجفالي,68.5
20210749,سعيد بن لادن,68.2
20210750,سراج الدّين بقشان,69.1
20210751,مرادي آل محمد بن علي بن جماز,64.2
20210752,صدّاح آل رفيع,67.5
20210753,سفير آل سعود,68.7
20210754,مشاري المهنا,68.8
20210755,محمّد آل عايض,65.5
20210756,حسام أبا الخيل,73.4
20210757,منيف بقشان,67.5
20210758,رابح مهنا,72.6
20210759,فوّاز فصيل,74.2
20210760,راني آل خضير,74.3
20210761,مُنجد آل قصير,65.4
20210762,نزار آل بن ظافر,69.0
20210763,جمال الدّين مهنا,67.3
20210764,آلاء آل حسين,74.2
20210765,منتصر آل محمد بن علي بن جماز,68.5
20210766,وفاء بن لادن,65.9
20210767,عبد الإله المهيدب,69.7
20210768,قصي آل صفوان,66.8
20210769,طه شربتلي,69.4
20210770,زاخر مهنا,63.5
20210771,يسار المغاولة,76.8
20210772,سلطان العليان,71.5
20210773,جودي شربتلي,67.2
20210774,ظبي آل الشيخ,68.3
20210775,طائع آل سلطان,67.0
20210776,لوليا حجار,67.2
20210777,ريما آل سلطان,72.1
20210778,ترف آل سلطان,78.6
20210779,أحلام حنبولي,66.6
20210780,شامل آل جعفر,79.2
20210781,رخاء آل معيض,70.3
20210782,رامح آل معيض,68.4
20210783,بلسم العجلان,75.8
20210784,ياقوت آل محمد بن علي بن جماز,66.1
20210785,يانع الدباغ,73.3
20210786,حسنين آل جعفر,71.0
20210787,سالم الشايع,70.0
20210788,خافق الجفالي,67.9
20210789,غامد آل محمد بن علي بن جماز,62.5
20210790,ترف الدباغ,71.9
20210791,كتوم آل العسكري,66.1
20210792,عتريس فصيل,75.9
20210793,ظافر آل علي,75.5
20210794,رازي بن لادن,71.8
20210795,ناردين آل سلطان,71.5
20210796,عابد المغاولة,64.6
20210797,صعب الشايع,71.7
20210798,علم الدّين آل الشيخ,68.3
20210799,عارف الدباغ,70.9
20210800,يانع المغاولة,77.1
20210801,هايل آل سعود,72.3
20210802,لينا الجابر,70.0
20210803,ميار بقشان,73.0
20210804,حياة المهنا,71.7
20210805,كايد آل عطفة,69.9
20210806,عتيق آل خضير,63.4
20210807,مشفق فصيل,66.3
20210808,تاليا آل معيض,68.3
20210809,طموح فصيل,66.7
20210810,عبد الجليل أبا الخيل,70.9
20210811,رائف الحجار,71.2
20210812,ساهد الشايع,70.3
20210813,جلال الحكير,67.7
20210814,جميلة الشايع,66.7
20210815,حميد شربتلي,74.1
20210816,عبد الكريم المشاولة,68.2
20210817,بشرى الراشد,67.2
20210818,منيب حنبولي,66.3
20210819,وسيم المغاولة,64.5
20210820,صائب آل صفوان,69.3
20210821,تقيّ الدّين آل معيض,70.4
20210822,رزين الحكير,66.6
20210823,ليان آل محمد بن علي بن جماز,68.5
20210824,صادح العليان,62.8
20210825,مهدي آل محمد بن علي بن جماز,71.9
20210826,نجم الدّين الخرافي,64.9
20210827,زهير حجار,82.7
20210828,نائل آل معيض,75.7
20210829,شادي آل الشيخ,72.6
20210830,صبيح الجابر,66.0
20210831,عبد الجبّار آل خضير,65.9
20210832,دارين آل العسكري,62.4
20210833,مرعي أبا الخيل,71.3
20210834,علّام حنبولي,66.8
20210835,ناديه آل عطفة,71.2
20210836,غالب الدباغ,67.0
20210837,زغلول فصيل,64.4
20210838,زاهر آل قصير,72.3
20210839,فرحان العقيل,76.1
20210840,مشاري آل عايض,67.8
20210841,شهد الجفالي,71.5
20210842,مدحت الراشد,71.6
20210843,مأمون الحجار,74.7
20210844,يعقوب آل خضير,69.0
20210845,راجح المهيدب,71.5
20210846,معزّ آل سعود,62.6
20210847,رامز آل الشيخ,66.1
20210848,نصر الحكير,70.9
20210849,حلا العقيل,68.4
20210850,طه الخرافي,67.6
20210851,ترف آل خضير,59.3
20210852,محفوظ آل بن لافي,68.0
20210853,ريما آل مقطة,73.4
20210854,ألين آل صفوان,73.6
20210855,عدنان آل معيض,71.9
20210856,نصري آل رفيع,68.0
20210857,واصف كانو,73.5
20210858,زكية الجابر,61.5
20210859,أحمد آل سلطان,73.7
20210860,تاج آل حسين,68.7
20210861,فائق الجابر,64.8
20210862,معزّ آل عطفة,75.7
20210863,ظاهر الحجار,70.2
20210864,ريان بقشان,67.1
20210865,ملهم آل محمد بن علي بن جماز,69.0
20210866,هاشم آل صفوان,77.0
20210867,مظهر الخرافي,76.1
20210868,ثروت آل خضير,80.9
20210869,تحسين آل خضير,68.8
20210870,غازي آل علي,71.8
20210871,عزّت المهنا,69.1
20210872,رفيق المشاولة,67.2
20210873,عدنان آل حسين,74.5
20210874,رجاء المهنا,75.3
20210875,باهرة آل مقطة,64.1
20210876,خالدي آل قصير,71.7
20210877,رشدي مهنا,61.9
20210878,سمير الشايع,70.3
20210879,سنام آل صفوان,70.3
20210880,منتصر آل محمد بن علي بن جماز,71.8
20210881,فداء آل صفوان,75.1
20210882,مسعود بقشان,69.2
20210883,جلال الدّين المهيدب,72.3
20210884,قطب آل العسكري,66.7
20210885,زاكي آل خضير,66.8
20210886,عزيز آل حسين,69.1
20210887,بهية الحكير,68.6
20210888,صخر آل محمد بن علي بن جماز,75.6
20210889,نشوة الحكير,73.7
20210890,طالب العجلان,73.5
20210891,جهراء حجار,72.5
20210892,ناصيف المهيدب,65.4
20210893,فيصل آل عايض,68.2
20210894,مختار شربتلي,74.8
20210895,تميم بن لادن,68.9
20210896,محفوظ حجار,71.6
20210897,طريف آل مقطة,70.6
20210898,فالح المشاولة,75.5
20210899,عصمت العقيل,71.6
20210900,بهاء العجلان,67.5
20210901,ميسون آل محمد بن علي بن جماز,59.5
20210902,فارع آل معيض,74.5
20210903,سموح آل عايض,68.4
20210904,ضرغام العجلان,65.9
20210905,عماد فصيل,65.4
20210906,جسور الحجار,75.2
20210907,مهيب حنبولي,69.7
20210908,لتين آل مقطة,64.8
20210909,ريما آل قصير,71.5
20210910,جرير آل خضير,68.4
20210911,مكرّم المغاولة,74.0
20210912,شريف آل عطفة,76.2
20210913,كبير حجار,63.9
20210914,غالي المهيدب,69.1
20210915,زياد آل بن ظافر,67.2
20210916,مُصلح الدباغ,67.2
20210917,منصور الشايع,67.8
20210918,فيصل آل الشيخ,65.9
20210919,صادح بقشان,72.5
20210920,صباح آل جعفر,80.3
20210921,مُسعف آل سعود,75.2
20210922,دانية آل حسين,69.7
20210923,ميلاء المغاولة,67.9
20210924,فداء كانو,68.1
20210925,هيمان الخرافي,65.8
20210926,ايمان آل معيض,76.9
20210927,صبيح آل حسين,70.9
20210928,مراد آل العسكري,76.2
20210929,هادي العقيل,73.7
20210930,ميرال الجابر,68.2
20210931,ياسمين آل الشيخ,69.5
20210932,صادح حنبولي,69.7
20210933,عبّود الدباغ,64.8
20210934,مطاوع المشاولة,69.2
20210935,لانا آل مقطة,70.6
20210936,خلدون آل بن ظافر,77.8
20210937,راتب الجفالي,67.6
20210938,قطز فصيل,72.6
20210939,مؤيّد الحكير,74.2
20210940,جهراء شربتلي,70.6
20210941,طاهر آل مقطة,67.6
20210942,مُتوكّل الخرافي,73.1
20210943,هيمان آل الشيخ,65.8
20210944,بنفسج الراشد,71.2
20210945,تاليا آل مقطة,67.3
20210946,ريفال العليان,70.6
20210947,سعدي الخرافي,71.6
20210948,ريم الراشد,67.4
20210949,كمال بن لادن,72.2
20210950,ناهد حجار,75.5
20210951,عدوي العقيل,75.1
20210952,هايل الحجار,67.5
20210953,عربي الدباغ,72.7
20210954,يقين فصيل,67.2
20210955,سيف الدّين الجفالي,72.5
20210956,حبّاب الراشد,72.8
20210957,مسرور الشايع,71.8
20210958,عزيز آل جعفر,72.3
20210959,سجى آل عواض,77.9
20210960,غالي آل عواض,75.5
20210961,قصي آل العسكري,64.2
20210962,بلماء الجابر,73.7
20210963,سعيد آل عايض,68.5
20210964,نائل آل جعفر,65.9
20210965,راوي آل عايض,70.3
20210966,إخلاص آل بن ظافر,70.5
20210967,طارق فصيل,66.0
20210968,شبيب آل الشيخ,66.4
20210969,جيلان المغاولة,64.3
20210970,زهرة الراشد,72.3
20210971,ريما الراشد,73.5
20210972,شبيب آل مقطة,73.7
20210973,كنان الشايع,69.6
20210974,عزّ الدّين المهنا,72.5
20210975,حبّاب آل صفوان,67.4
20210976,ميسور آل صفوان,72.8
20210977,رزين كانو,69.5
20210978,رمزي العقيل,62.0
20210979,هند آل مقطة,70.3
20210980,هيا أبا الخيل,71.6
20210981,عدوي الخرافي,66.0
20210982,حاتم بن لادن,69.2
20210983,عبد الحيّ الجابر,72.8
20210984,ملهم آل جعفر,70.8
20210985,خالد فصيل,76.4
20210986,مادلين آل مقطة,68.9
20210987,ضاحي العجلان,68.2
20210988,بيلسان أبا الخيل,73.9
20210989,هزار آل علي,70.9
20210990,قصيد آل جعفر,66.6
20210991,محيي الدّين آل بن ظافر,74.2
20210992,حسيب آل حسين,68.4
20210993,فيّاض آل الشيخ,72.1
20210994,عبّاس أبا الخيل,64.7
20210995,خاطر آل الشيخ,70.0
20210996,حاتم حنبولي,61.0
20210997,حسين آل سلطان,62.9
20210998,أريج آل صفوان,65.9
20210999,منيف فصيل,69.7
20211000,رؤوف بن لادن,70.4
20220001,ساجي آل العسكري,65.1
20220002,وجدي آل سعود,66.4
20220003,رجاء آل جعفر,70.6
20220004,ليم آل جعفر,65.5
20220005,ابتهاج كانو,71.2
20220006,رمحي آل عطفة,69.7
20220007,رباح العليان,69.9
20220008,مرزوق آل حسين,72.1
20220009,رفيق العقيل,71.7
20220010,ميرال الشايع,70.4
20220011,نادي آل صفوان,68.9
20220012,نورس آل خضير,68.7
20220013,ساجد الحجار,67.3
20220014,هدى الراشد,63.0
20220015,نبهان آل سعود,60.6
20220016,ذيب شربتلي,66.2
20220017,ناظم آل بن ظافر,67.2
20220018,هدى المهيدب,72.2
20220019,عاتب آل خضير,69.2
20220020,هايدي الحكير,66.7
20220021,قاصد المغاولة,77.6
20220022,عماد المهيدب,72.3
20220023,كوثر بقشان,69.1
20220024,هاني الخرافي,71.2
20220025,عرفه آل قصير,65.2
20220026,وريد آل حسين,72.4
20220027,سعدون حجار,74.5
20220028,لقاء الحجار,74.5
20220029,هيام آل مقطة,63.7
20220030,فخري المشاولة,71.9
20220031,قبس آل العسكري,61.2
20220032,تميم آل الشيخ,64.9
20220033,سامر آل محمد بن علي بن جماز,60.8
20220034,سجا آل علي,68.3
20220035,جوين آل سعود,62.2
20220036,شفيع آل رفيع,65.7
20220037,مُرضي العقيل,74.7
20220038,روبين آل سعود,70.5
